CMTE_ID|CMTE_NM|CMTE_TP|CMTE_DSGN|CMTE_FILING_FREQ|TTL_RECEIPTS|TRANS_FROM_AFF|INDV_CONTRIB|OTHER_POL_CMTE_CONTRIB|CAND_CONTRIB|CAND_LOAN|TTL_LOANS_RECEIVED|TTL_DISB|TRANF_TO_AFF|INDV_REFUNDS|OTHER_POL_CMTE_REFUNDS|CAND_LOAN_REPAY|LOAN_REPAY|COH_BOP|COH_COP|DEBTS_OWED_BY|NONFED_TRANS_RECEIVED|CONTRIB_TO_OTHER_CMTE|IND_EXP|PTY_COORD_EXP|NONFED_SHARE_EXP|CVG_END_DT
C00685859|IXNAY PAC|O|U|Q|1635.04|0|1365.68|0|0|0|0|954.66|0|0|0|0|0|-16.09|664.29|3805.62|0|0|125.68|0|0|06/30/2019
C00685883|MITRANO VICTORY FUND|N|J|Q|526.94|0|0|0|0|0|0|2989.85|0|2700|0|0|0|9145.16|6682.25|0|0|0|0|0|0|06/30/2019
C00685891|TEAM HARDY NEVADA TOUGH VICTORY FUND|N|J|T||||||||||||||||||||||
C00685909|NO KID SHOT|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00685925|UNIVERSAL HEALTH CARE POLITICAL ACTION COMMITTEE|V|U|Q||||||||||||||||||||||
C00685933|ROSE VICTORY FUND|N|J|Q|287400|0|282400|5000|0|0|0|130936.02|119600|500|0|0|0|7176.38|127551.1|0|0|0|0|0|0|09/30/2019
C00685958|ASSURED GUARANTY MUNICIPAL CORP POLITICAL ACTION COMMITTEE|Q|U|Q|125964.3|0|125964.3|0|0|0|0|29000|0|0|0|0|0|254578|351542.3|0|0|29000|0|0|0|06/30/2019
C00685966|THE FIGHT PAC|N|U|Q|20277.22|0|20277.22|0|0|0|0|26895.16|0|2200.54|0|0|0|10157.96|3540.02|33724.78|0|0|0|0|0|06/30/2019
C00685982|UNITED VETERANS ALLIANCE OF AMERICA PAC INC|O|U|Q|441551.41|0|441551.41|0|0|0|0|432422.2|0|0|0|0|0|27215.96|36345.17|0|0|0|0|0|0|06/30/2019
C00686030|LONGJOHN VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|5040.05|5040.05|0|0|0|0|0|0|09/30/2019
C00686055|JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY FEDERAL SSF (JACKSON NATIONAL FEDERAL PAC)|Q|B|Q|62255.62|0|62255.62|0|0|0|0|78000|0|0|0|0|0|20080.58|4336.2|0|0|78000|0|0|0|06/30/2019
C00686063|CATALYST DEMOCRATS|N|U|Q|756.91|0|575|0|0|0|0|707.99|0|0|0|0|0|562.87|611.79|0|0|0|0|0|0|06/30/2019
C00686071|STEVENS VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|620|0|0|0|0|0|2715.92|2095.92|0|0|0|0|0|0|06/30/2019
C00686105|TEAM CRAMER ND|N|J|Q|0|0|0|0|0|0|0|2286.82|0|0|0|0|0|23645.95|21359.13|0|0|0|0|0|0|06/30/2019
C00686113|LONG VICTORY FUND|N|J|T|0|0|0|0|0|0|0|594.34|504.49|0|0|0|0|594.34|0|0|0|0|0|0|0|03/31/2019
C00686121|2018 UTAH VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|6265.11|6140|0|0|0|0|6997.82|732.71|0|0|0|0|0|0|06/30/2019
C00686139|SWALWELL-SPEIER VICTORY FUND|N|J|T||||||||||||||||||||||
C00686147|BUDD HARRIS VICTORY FUND|N|J|T|0|0|0|0|0|0|0|24833.76|23833.76|0|0|0|0|24833.76|0|0|0|0|0|0|0|02/12/2019
C00686154|WESTMORELAND DEMOCRATIC COMMITTEE|X|U|Q|11306.86|0|10310|0|0|0|0|3384.78|0|0|0|0|0|4218.8|12140.88|0|0|0|0|0|2653.78|09/30/2019
C00686188|MORSE VICTORY FUND|N|J|T|0|0|0|0|0|0|0|22540.09|22534.09|0|0|0|0|22540.09|0|0|0|0|0|0|0|04/15/2019
C00686204|TEXANS SECURING TOMORROW|N|U|Q||||||||||||||||||||||
C00686220|PICK A PAC|O|U|Q||||||||||||||||||||||
C00686238|RESISTERY PAC|O|U|Q|0|0|0|0|0|0|0|973.85|0|0|0|0|0|1318.05|344.2|0|0|0|0|0|0|06/30/2019
C00686253|WE THE PEOPLE - SAN DIEGO COUNTY|N|U|Q|1247|0|1247|0|0|0|0|562.05|0|0|0|0|0|1040.19|1725.14|0|0|0|0|0|281.03|06/30/2019
C00686287|PLAINS ALL AMERICAN GP LLC PAC|N|U|Q|54615.38|0|54615.38|0|0|0|0|12200|0|0|0|0|0|68000|110415.38|0|0|12200|0|0|0|06/30/2019
C00686303|SWING RIGHT PAC|N|U|M||||||||||||||||||||||
C00686337|CALIFORNIA MODERATE VOICES|O|U|Q|150|0|150|0|0|0|0|698.43|0|0|0|0|0|1344.44|796.01|2500|0|0|0|0|0|06/30/2019
C00686345|AMERICAN IDEALS|N|U|Q|0|0|0|0|0|0|0|60|0|0|0|0|0|160|100|0|0|0|0|0|0|06/30/2019
C00686352|DEMOCRATIC FRONTLINE|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00686360|STOPBLOOMBERG PAC|O|U|T|0|0|0|0|0|0|0|5|0|0|0|0|0|5|0|0|0|0|0|0|0|07/19/2019
C00686386|LAKEWOOD COMMUNITY ALLIANCE A NJ NONPROFIT CORPORATION|V|U|Q||||||||||||||||||||||
C00686394|REASON TO BELIEVE PAC|V|U|T|115850|0|2000|0|0|0|0|239927.85|0|100|0|0|0|124077.85|0|0|0|-1000|0|0|0|04/18/2019
C00686402|NOOGA PAC|N|D|Q|1300|0|0|1300|0|0|0|4122.5|0|0|0|0|0|14100|11277.5|0|0|1928|0|0|0|06/30/2019
C00686410|ROSEDALE HUDDLE|N|U|Q|2144.6|0|2144.6|0|0|0|0|1957.6|0|0|0|0|0|6205.24|6392.24|0|0|0|0|0|0|06/30/2019
C00686436|$ANITYPAC|U|U|T||||||||||||||||||||||
C00686444|LIUBA VICTORY FUND|N|J|T||||||||||||||||||||||
C00686451|PATRIOTS FOR THE FURTHERANCE OF THE AMERICAN WAY|O|U|Q||||||||||||||||||||||
C00686477|CITIZENS CIUDADANO PAC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|863.6|863.6|525|0|0|0|0|0|06/30/2019
C00686485|DEMOCRATIC PARTY PAC|O|U|Q||||||||||||||||||||||
C00686493|FIERCE PAC|N|D|Q|20000|0|20000|0|0|0|0|13210.46|0|0|0|0|0|16533.51|23323.05|0|0|0|0|0|0|06/30/2019
C00686519|REPUBLICAN PARTY PAC|O|U|Q||||||||||||||||||||||
C00686527|DEMOCRAT PAC|O|U|Q||||||||||||||||||||||
C00686535|RED TO BLUE VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|442.33|0|0|0|0|0|442.33|0|0|0|0|0|0|0|09/30/2019
C00686568|PIVOT ELECTION|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|438.22|438.22|0|0|0|0|0|0|06/30/2019
C00686576|FAB FOUR PAC|H|J|Q|29550|0|15550|14000|0|0|0|23028.38|14913.95|0|0|0|0|4012.6|10534.22|0|0|0|0|0|0|09/30/2019
C00686584|PROTECTING OUR VOTE FEDERAL PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|1938.29|1938.29|0|0|0|0|0|0|06/30/2019
C00686592|COMMITTEE FOR A BETTER TOMORROW SPONSORED BY LOS ANGELES COUNTY FEDERATION OF LABOR|O|U|T|0|0|0|0|0|0|0|22162.42|0|0|0|0|0|22162.42|0|0|0|0|0|0|0|08/09/2019
C00686618|SIX FOR PRESIDENT 2020|X|U|Q||||||||||||||||||||||
C00686634|CASEY WILD 2018|H|J|T||||||||||||||||||||||
C00686659|GREAT LAKES ALLIANCE FOR AMERICA|N|U|Q|0|0|0|0|0|0|0|300|0|0|0|0|0|3013.99|2713.99|0|0|0|0|0|0|06/30/2019
C00686683|RUN SISTER RUN POLITICAL ACTION COMMITTEE|N|U|Q|4191.22|0|4191.22|0|0|0|0|3725.62|0|0|0|0|0|0|465.6|0|0|0|0|0|3725.62|06/30/2019
C00686691|MJ VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|2485|0|0|0|0|0|2504.8|19.8|0|0|0|0|0|0|09/30/2019
C00686709|KRATOS DEFENSE & SECURITY SOLUTIONS, INC. POLITICAL ACTION COMMITTEE (KRATOS PAC)|N|U|Q|34070|5340|28730|0|0|0|0|13815|0|0|0|0|0|72205.03|92460.03|0|0|13800|0|0|0|06/30/2019
C00686733|AMERICAN CITIZEN BIKER POLITICAL ACTION COMMITTEE|O|U|Q|620|0|620|0|0|0|0|594.9|0|0|0|0|0|255|290.1|0|0|0|0|0|0|06/30/2019
C00686758|PAC YOUR BAGS LLC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|22|0|0|0|0|0|0|0|06/30/2019
C00686766|FORESTS FOR OREGON VICTORY FUND|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|100|0|0|0|0|0|06/30/2019
C00686782|CUNNINGHAM VICTORY FUND|N|J|Q|5000|0|5000|0|0|0|0|512.2|0|0|0|0|0|6750|11237.8|0|0|0|0|0|0|06/30/2019
C00686790|PAC FOR INDEPENDENT GOVERNMENT|O|U|T||||||||||||||||||||||
C00686808|TEXAS VICTORY FUND|H|J|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|07/01/2019
C00686816|SPIRIT OF '76 PAC|N|D|Q|57788.65|32788.65|25000|0|0|0|0|36988.76|250|0|0|0|0|25724.74|46524.63|0|0|9000|0|0|0|09/30/2019
C00686832|WAY TO LEAD PAC|V|U|Q|16120.83|0|15091.67|0|0|0|0|19158.24|0|0|0|0|0|19759.89|16722.48|0|0|0|0|0|0|09/30/2019
C00686865|METOO OHIO|O|U|Q|0|0|0|0|0|0|0|26794|0|18029.22|0|0|0|26794|0|0|0|0|0|0|0|06/30/2019
C00686881|SOLEO HEALTH HOLDINGS, INC. PAC|N|U|Q|14000|0|14000|0|0|0|0|5225|0|0|0|0|0|10900|19675|0|0|5200|0|0|0|09/30/2019
C00686899|PETER TEDESCHI VICTORY COMMITTEE|N|J|T||||||||||||||||||||||
C00686907|PRESERVE FLORIDA|O|U|Q|0|0|0|0|0|0|0|3750|0|0|0|0|0|9955.52|6205.52|0|0|0|0|0|0|09/30/2019
C00686923|NEXT FROM NEW YORK|N|U|Q||||||||||||||||||||||
C00686949|PATTERN ENERGY GROUP INC. PAC (PATTERN PAC)|N|B|Q|0|0|0|0|0|0|0|-600|0|0|0|0|0|6100|6700|0|0|0|0|0|0|06/30/2019
C00686972|WIN MISSISSIPPI|N|J|Q|0|0|0|0|0|0|0|3000|0|0|0|0|0|3000|0|0|0|0|0|0|0|09/30/2019
C00686980|STEIL VICTORY FUND|N|J|Q|19700|0|19700|0|0|0|0|14875|9010.74|0|0|0|0|0|4825|0|0|0|0|0|0|09/30/2019
C00686998|STUDENT SUCCESS MATTERS|O|U|T|0|0|0|0|0|0|0|4730|0|0|0|0|0|4730|0|0|0|4730|0|0|0|01/10/2019
C00687004|MIAMI DADE COMMITTEE FOR PROGRESS|X|U|T|0|0|0|0|0|0|0|221.7|0|0|0|0|0|221.7|0|0|0|0|0|0|0|09/30/2019
C00687012|SECURITY IN AMERICA PAC|V|U|Q|860970.79|0|856465.79|0|0|0|0|831590.56|0|285|0|0|0|0|29380.23|0|0|0|0|0|0|06/30/2019
C00687020|STRENGTHENING THE AMERICAN REPUBLIC (STAR) PAC|N|D|Q|0|0|0|0|0|0|0|9665|7500|0|0|0|0|12150|2485|0|0|2000|0|0|0|06/30/2019
C00687038|INTRUSTE GROUP|O|U|Q||||||||||||||||||||||
C00687046|WOMEN IMPACTING AMERICA|O|U|T|59.9|0|0|0|0|0|0|4359.32|0|0|0|0|0|4299.42|0|0|0|0|0|0|0|07/09/2019
C00687053|ASTRONGERAMERICA.ORG|O|U|Q||||||||||||||||||||||
C00687061|STEVEN SHARP COMMITTEE|U|U|Q||||||||||||||||||||||
C00687079|TORCH & PITCHFORK PAC|O|U|Q|1132|0|1132|0|0|0|0|0|0|0|0|0|0|0|1132|0|0|0|0|0|0|06/30/2019
C00687095|ALLAH IS GOD|N|U|Q||||||||||||||||||||||
C00687103|AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)|O|U|Q|8199227.19|0|1700000|6481744.54|0|0|0|120047|0|0|0|0|0|2535364.07|10614544.26|3073.63|0|0|74375.04|0|0|06/30/2019
C00687137|DAGA PLP|O|U|Q|48891.27|0|0|0|0|0|0|45300|0|0|0|0|0|1095.77|4687.04|0|0|0|0|0|0|06/30/2019
C00687152|RAD PAC|V|U|Q||||||||||||||||||||||
C00687160|LITTON, KULKARNI, STEELE, FLETCHER JOINT FUNDRAISING COMMITTEE|H|J|T||||||||||||||||||||||
C00687178|FEARLESS JOINT VICTORY FUND|N|J|T|443.45|0|0|0|0|0|0|115336.3|113771.32|1500|0|0|0|114892.85|0|0|0|0|0|0|0|03/31/2019
C00687186|AMERICANS FOR AMERICA FOR A BETTER TOMORROW WHENEVER|O|U|Q||||||||||||||||||||||
C00687194|ASIAN AMERICAN FREEDOM POLITICAL ACTION COMMITTEE - FEDERAL|N|U|Q|0|0|0|0|0|0|0|250|0|0|0|0|0|1122|872|125|0|0|0|0|0|06/30/2019
C00687202|MIDLAND COUNTY REPUBLICAN COMMITTEE|X|U|T||||||||||||||||||||||
C00687236|ACTUAL HUMAN BEINGS|O|U|Q|0|0|0|0|0|0|0|124.64|0|124.64|0|0|0|124.64|0|0|0|0|0|0|0|09/30/2019
C00687244|POLITICAL ACTION FOR EQUINE RACING (P.A.C.E.R)|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|07/31/2019
C00687293|CONGRESS MAJORITY|O|U|Q|100|0|100|0|0|0|0|103.93|0|0|0|0|0|0|-3.93|0|0|0|0|0|0|06/30/2019
C00687301|THUNDER AND LIGHTNING FUND|N|J|T|0|0|0|0|0|0|0|2215.69|1458.68|0|0|0|0|2215.69|0|0|0|0|0|0|0|06/07/2019
C00687319|MUSKINGUM COUNTY REPUBLICIAN COMMITTEE|X|U|Q|.6|0|0|0|0|0|0|0|0|0|0|0|0|8135.58|8136.18|0|0|0|0|0|0|09/30/2019
C00687327|AMERICAN FREEDOM AND OPPORTUNITY PAC|O|U|Q|3500|0|3500|0|0|0|0|4029.93|0|0|0|0|0|4025.71|3495.78|0|0|0|0|0|0|06/30/2019
C00687335|JERSEY HOUSE BLUES|H|J|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|800|800|0|0|0|0|0|0|09/30/2019
C00687343|ALL HANDS POLITICAL ACTION COMMITTEE|Q|D|Q|28500|0|10000|18500|0|0|0|20291.85|0|0|0|0|0|6161.58|14369.73|0|0|15000|0|0|0|06/30/2019
C00687368|11/06/18 VICTORY FUND|O|U|Q||||||||||||||||||||||
C00687376|CONSERVATIVE CALIFORNIA|O|U|Q||||||||||||||||||||||
C00687384|PROTECT OUR KIDS AND OUR HEALTHCARE PAC|O|U|T|16552.73|0|0|0|0|0|0|157880.56|0|0|143890.89|0|0|141327.83|0|0|0|0|0|0|0|03/27/2019
C00687392|PROTECT AMERICA FIRST|V|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|16086.88|16086.88|0|0|0|0|0|0|06/30/2019
C00687400|MARQUEZ PETERSON VICTORY FUND|N|J|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|01/24/2019
C00687418|CASTEN VICTORY FUND|N|J|T|0|0|0|0|0|0|0|25311.48|24611.23|0|0|0|0|25311.48|0|0|0|0|0|0|0|03/07/2019
C00687426|FREEDOME 4 ALL|O|U|Q||||||||||||||||||||||
C00687442|JUNO PAC|N|U|T|525|0|525|0|0|0|0|525|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00687459|REPUBLICAN WOMEN FOR PROGRESS PAC|O|U|T|0|0|0|0|0|0|0|14113.48|0|0|0|0|0|15784.02|1670.54|0|0|0|0|0|0|09/19/2019
C00687467|BRENDAN KELLY VICTORY FUND|N|J|T|0|0|0|0|0|0|0|3985|2480|0|0|0|0|3985|0|0|0|0|0|0|0|02/20/2019
C00687475|PLANNED PARENTHOOD NW ACTION PAC|O|U|Q|0|0|0|0|0|0|0|179.7|0|0|0|0|0|348.32|168.62|0|0|0|0|0|0|06/30/2019
C00687483|NATIONAL DEMOCRATIC COUNTY OFFICIALS - NDCO|V|U|Q|0|0|0|0|0|0|0|4054|0|0|0|0|0|10132|6078|0|0|0|0|0|0|06/30/2019
C00687491|PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND|O|U|Q|118156.99|0|82436|0|0|0|0|116255.43|0|1000|0|0|0|76081.47|77983.03|17112.43|0|0|0|0|0|06/30/2019
C00687509|UNITEDAGPAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00687525|NEVER SURRENDER PAC|N|D|Q|16700|15700|1000|0|0|0|0|33358.75|0|0|0|0|0|17591.7|932.95|0|0|33000|0|0|0|06/30/2019
C00687533|MISSOURI VOTER PROJECT|O|U|Q|125|0|100|0|0|0|0|105|0|0|0|0|0|50|70|0|0|0|0|0|0|09/30/2019
C00687541|WE BELIEVE WE VOTE|O|U|Q|35659|0|35659|0|0|0|0|32458.64|0|0|0|0|0|11682.55|14882.91|0|0|0|0|0|32132.72|09/30/2019
C00687558|RISING PHOENIX HOLDINGS CORPORATION POLITICAL ACTION COMMITTEE|N|U|M|1500|0|1500|0|0|0|0|1731.1|0|0|0|0|0|127000|126768.9|0|0|1000|0|0|0|10/31/2019
C00687566|PUREVAL OHIO VICTORY FUND|N|J|T||||||||||||||||||||||
C00687574|GREEN VICTORY FUND|N|J|Q|138100|0|131100|7000|0|0|0|138100|138100|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00687582|GIDDY UP PAC|N|U|Q|651251.51|0|517244.7|0|0|0|0|940924.95|0|21400|0|0|0|331672.71|41999.27|0|0|14652.98|0|0|0|06/30/2019
C00687608|COUNCIL FOR AMERICAN COMPETITIVENESS|O|U|Q||||||||||||||||||||||
C00687616|WIN NEVADA|N|J|T||||||||||||||||||||||
C00687624|MILLION MORE VOTERS, SPONSORED BY THE CALIFORNIA LABOR FEDERATION, AFL-CIO|O|U|Q|908157.14|0|822740.28|50000|0|0|0|340828.99|0|0|0|0|0|4633222.33|5200550.48|38846.95|0|0|38300|0|0|06/30/2019
C00687632|RODNEY ILLINOIS VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00687657|AMERICAN PRO-ISRAEL PAC|O|U|Q||||||||||||||||||||||
C00687665|WEXTON VICTORY FUND|N|J|Q|10|0|10|0|0|0|0|2667.27|0|1200|0|0|0|3698.99|2325.43|0|0|0|0|0|0|09/30/2019
C00687673|ALLIES IN HEALTH FOR THE 19TH|N|U|Q||||||||||||||||||||||
C00687699|GLADIATORS PAC|N|D|Q|7300|0|1300|6000|0|0|0|1024.61|0|0|0|0|0|100|6375.39|0|0|0|0|0|0|06/30/2019
C00687715|DIANE MITSCH BUSH VICTORY FUND|N|J|T||||||||||||||||||||||
C00687723|TIMOTHY LANE|U|U|Q||||||||||||||||||||||
C00687731|FRIENDS OF RACING INC|O|U|Q||||||||||||||||||||||
C00687749|GOP MAJORITY VICTORY FUND|H|J|T||||||||||||||||||||||
C00687764|INTEGRITY AND BIPARTISANSHIP IN POLITICS|N|U|Q||||||||||||||||||||||
C00687772|AMERICAN UNITED PAC|N|U|Q|0|0|0|0|0|0|0|853.86|0|0|0|0|0|3075.54|2221.68|0|0|0|0|0|0|06/30/2019
C00687780|ANAL TRUMP SUPER PAC|N|U|A||||||||||||||||||||||
C00687798|SO IT HAS COME TO THIS|O|U|Q||||||||||||||||||||||
C00687806|SAFE STREETS SAFE COMMUNITIES|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00687830|CALIFORNIANS FOR CHANGE|O|U|Q|25000|0|0|25000|0|0|0|190431.87|0|0|25000|0|0|175821.13|10389.26|0|0|0|163276.1|0|0|06/30/2019
C00687848|PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC|O|U|Q|134910.16|0|134773.36|125|0|0|0|118743.1|0|425|0|0|0|163274.57|179441.63|4208.5|0|7802.8|2573.16|0|0|06/30/2019
C00687855|ACT NOW FUND|O|U|Q||||||||||||||||||||||
C00687863|PAULSEN VICTORY FUND|N|J|T||||||||||||||||||||||
C00687871|TEXAS VICTORY FUND|N|J|T|0|0|0|0|0|0|0|8600.01|5000|0|0|0|0|8600.01|0|0|0|0|0|0|0|03/31/2019
C00687905|ADVANCING LIBERTY AND FREEDOM PAC|O|U|Q||||||||||||||||||||||
C00687939|SHARICE DAVIDS VICTORY FUND|N|J|T|0|0|0|0|0|0|0|2064.38|2059.38|0|0|0|0|2064.38|0|0|0|0|0|0|0|02/07/2019
C00687962|44 FUND|H|J|Q|298.75|0|0|0|0|0|0|.25|0|0|0|0|0|-298.5|0|0|0|0|0|0|0|09/30/2019
C00687988|HEALING MICHIGAN|H|J|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|01/09/2019
C00687996|CITIZENS AGAINST JIM MORAN|N|U|Q||||||||||||||||||||||
C00688028|TARRANT TOGETHER FEDERAL|N|U|T|0|0|0|0|0|0|0|33|33|0|0|0|0|33|0|0|0|0|0|0|0|04/15/2019
C00688036|CONCERNED SENIORS|U|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00688069|SUPPORT AMERICAN LEADERS PAC|V|U|Q|793318.51|0|423034.51|0|0|0|0|112194|0|0|0|0|0|12612|423034.51|0|0|0|0|0|0|09/30/2019
C00688077|NORTH TEXAS JEWISH DEMOCRATIC COUNCIL|N|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|05/02/2019
C00688085|HK VICTORY 2018|N|J|T||||||||||||||||||||||
C00688093|AMERICA IS WINNING AGAIN|O|U|Q|15084|0|15084|0|0|0|0|9036.02|0|0|0|0|0|22.22|6070.2|0|0|0|0|0|0|06/30/2019
C00688101|PAUL DAVIS VICTORY FUND|N|J|T|7500|0|0|0|0|0|0|9985|9985|0|0|0|0|2485|0|0|0|0|0|0|0|03/31/2019
C00688135|INDEPENDENT PHYSICIANS POLITICAL ACTION COMMITTEE INC|N|U|T||||||||||||||||||||||
C00688168|FOX VALLEY VICTORY FUND|N|J|Q|35.14|0|0|0|0|0|0|36547|36467|0|0|0|0|18255.93|0|0|0|0|0|0|0|09/30/2019
C00688192|COURAGE MAINE|O|U|T|21455.5|0|21455.5|0|0|0|0|30714.4|0|0|0|0|0|9258.9|0|0|0|0|0|0|0|06/30/2019
C00688200|HIGHER HIEGHTS POLITICAL FUND|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00688226|NORTH CAROLINA VALUES COALITION PAC|O|U|Q|7000|0|7000|0|0|0|0|6000|0|0|0|0|0|785.15|1785.15|445|0|0|6000|0|0|09/30/2019
C00688242|WOMEN ON THE GROUND|V|U|Q||||||||||||||||||||||
C00688259|STUDENTS FOR BETTER SOCIAL INTERACTIONS|O|U|Q||||||||||||||||||||||
C00688267|CENTRAL VALLEY'S FUTURE|O|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4270.72|0|0|0|0|0|08/09/2019
C00688283|IRONSTACHE FUND|O|U|T|0|0|0|0|0|0|0|8473.1|0|0|0|0|0|8473.1|0|0|0|8473.1|0|0|0|02/12/2019
C00688291|DONNA SHALALA VICTORY FUND|N|J|T|0|0|0|0|0|0|0|1092.92|0|0|0|0|0|1092.92|0|0|0|0|0|0|0|03/21/2019
C00688309|HOLDING ROUZER MAJORITY COMMITTEE|H|J|T|0|0|0|0|0|0|0|1191.7|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00688333|WOMEN FOR GOOD GOVERNANCE|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|460|460|0|0|0|0|0|0|06/30/2019
C00688341|CO-PILOT COMMITTEE|N|J|Q|0|0|0|0|0|0|0|136208.97|134930.58|0|0|0|0|136208.97|0|0|0|0|0|0|0|09/30/2019
C00688358|GOOD GOVERNMNENT|O|U|Q|17500|0|17500|0|0|0|0|40.41|0|0|0|0|0|0|17459.59|0|0|0|0|0|0|06/30/2019
C00688366|ACREAGE HOLDINGS PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00688374|DATA DRIVEN PAC|O|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/11/2019
C00688382|TENACIOUSLY MOVING AMERICA FOR CHANGE IN 2020 (TMAC 2020 PAC)|I|U|Q|176|0|176|0|0|0|0|225|0|0|0|0|0|299.53|250.53|0|0|0|0|0|225|09/30/2019
C00688408|PROUD MISSISSIPPIANS FOR PROGRESS|O|U|T|0|0|0|0|0|0|0|18932.87|0|100|0|0|0|18932.87|0|0|0|0|1000|0|0|01/30/2019
C00688416|ADD MORE SEATS|O|U|T|0|0|0|0|0|0|0|190.42|0|0|0|0|0|190.42|0|0|0|0|0|0|0|06/30/2019
C00688424|PRESSLEY TRAHAN VICTORY FUND|H|J|T|0|0|0|0|0|0|0|260.27|160.27|0|0|0|0|260.27|0|0|0|0|0|0|0|01/14/2019
C00688432|PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC|O|U|Q|1000|0|0|0|0|0|0|17195.59|0|0|0|0|0|37498.6|21303.01|11324.76|0|0|90|0|0|06/30/2019
C00688440|ROGUE PAC|O|U|Q||||||||||||||||||||||
C00688473|COMMUNITY UPKEEP PARTNERS|V|U|Q||||||||||||||||||||||
C00688481|WITPAC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00688499|STOP DIVIDING AMERICANS|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00688507|SOUTH MS CONCERNED CITIZENS|O|U|Q||||||||||||||||||||||
C00688523|CORT VANOSTRAN VICTORY FUND|N|J|T|0|0|0|0|0|0|0|5342.94|5342.94|0|0|0|0|5342.94|0|0|0|0|0|0|0|07/31/2019
C00688531|GOP VICTORY FUND|V|U|Q|4302.2|0|4302.2|0|0|0|0|2122.91|0|0|0|0|0|161.56|2340.85|0|0|0|0|0|0|06/30/2019
C00688549|DAKOTA LEADERSHIP PAC|N|U|Q|2.27|0|0|0|0|0|0|11018.61|0|0|0|0|0|13134.88|2118.54|0|0|11000|0|0|0|06/30/2019
C00688556|WATKINS VICTORY COMMITTEE|N|J|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|500|500|0|0|0|0|0|0|09/30/2019
C00688564|RIMF|O|U|Q|4921.94|0|0|0|0|0|0|1650|0|0|0|0|0|6071.58|9343.52|0|0|0|0|0|0|06/30/2019
C00688580|TERM LIMITS SUPERPAC|O|U|Q|42.5|0|0|0|0|0|0|6876.5|0|0|0|0|0|78557.8|71723.8|0|0|5000|0|0|0|06/30/2019
