CAND_ID|CAND_NAME|CAND_ICI|PTY_CD|CAND_PTY_AFFILIATION|TTL_RECEIPTS|TRANS_FROM_AUTH|TTL_DISB|TRANS_TO_AUTH|COH_BOP|COH_COP|CAND_CONTRIB|CAND_LOANS|OTHER_LOANS|CAND_LOAN_REPAY|OTHER_LOAN_REPAY|DEBTS_OWED_BY|TTL_INDIV_CONTRIB|CAND_OFFICE_ST|CAND_OFFICE_DISTRICT|SPEC_ELECTION|PRIM_ELECTION|RUN_ELECTION|GEN_ELECTION|GEN_ELECTION_PRECENT|OTHER_POL_CMTE_CONTRIB|POL_PTY_CONTRIB|CVG_END_DT|INDIV_REFUNDS|CMTE_REFUNDS
P80000722|BIDEN, JOSEPH R JR|C|1|DEM|37785260.96|0|28797633.15|0|0|8987627.81|0|0|0|0|0|0|37634586.34|00|00||||||70915|0|09/30/2019|951021.32|1000
P80003205|MERCER, LEE L JR|C|1|DEM|384000000|0|384000000|0|-6.98|0|0|0|0|0|0|0|384000000|00|00||||||0|0|06/30/2019|0|0
P80003916|MICHEL ANISSA POWELL DR|C|1|DEM|5505950|50000|1099048|50484|32708|5501758|2031708|1000000|1001050|1000484|1050|0|1034850|00|00||||||81708|3000000|08/20/2019|0|0
P80004765|HEWES, HENRY|C|1|DEM|407688.06|0|11171.42|0|0|396516.64|1|407623.06|0|0|0|407623.06|64|00|00||||||0|0|09/30/2019|0|0
P80006117|KLOBUCHAR, AMY J.|C|1|DEM|17516387.53|3575275|13836795.36|0|0|3679592.17|0|0|0|0|0|0|13908189.72|00|00||||||5375|0|09/30/2019|98163.06|1125
P00003608|CAIN, HERMAN|C|2|REP|0|0|45|0|332.61|287.61|0|0|0|0|0|19799.47|0|00|00||||||0|0|09/30/2019|0|0
P00004861|BICKELMEYER, MICHAEL|C|2|REP|261|0|238|0|30|53.42|240|0|0|0|0|0|21|00|00||||||0|0|09/30/2019|0|0
P00005439|COLLINS, JOE EDWARD III|C|2|REP|235000|0|236700|0|1700|0|50000|150000|0|153255.59|0|0|35000|00|00||||||0|0|05/09/2019|35000|0
P00006528|HERZ, DAVID RAPHAEL MR.|C|2|REP|0|0|135|0|240|105|0|0|0|0|0|300|0|00|00||||||0|0|09/30/2019|0|0
P00006890|SAJNA, CYRUS MR.|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|1600000|0|00|00||||||0|0|09/30/2019|0|0
P00007039|SMITH, ROBERT EUGENE|C|2|REP|237|0|242|0|5|0|237|0|0|0|0|0|0|00|00||||||0|0|06/30/2019|0|0
P00007492|BENZEL, JULIANNE ELIZABETH MRS.|C|2|REP|46463.86|0|25940.43|0|0|11459.59|224.99|3000|0|3000|0|0|43238.87|00|00||||||0|0|09/30/2019|0|0
P00007823|LEE, HUHNKIE|C|2|REP|306|0|306|0|1000|1000|70|0|0|0|0|0|236|00|00||||||0|0|09/30/2019|0|0
P00009167|BRAINARD, CHRISTOPHER|C|2|REP|101225.45|0|220.9|0|0|101004.55|225.45|101000|0|0|0|101000|0|00|00||||||0|0|09/30/2019|0|0
P00009951|PEPPE, JAMES|C|2|REP|56501|0|27343.03|0|0|29157.97|2800|50000|0|0|0|0|3701|00|00||||||0|0|09/30/2019|0|0
P00010033|VILLARI, TIMOTHY MICHAEL MR.|C|2|REP|21205.24|0|0|0|0|12161.43|0|21205.24|0|0|0|12161.43|0|00|00||||||0|0|09/30/2019|0|0
P00010546|THOMAE, KEITH MD FACS|C|2|REP|24|0|0|0|577|553|0|0|0|0|0|0|0|00|00||||||0|0|04/01/2019|0|0
P00011239|WELD, WILLIAM FLOYD (BILL)|C|2|REP|1329280.84|0|1121237.05|0|0|208043.79|0|180800|0|0|0|180800|1140578.55|00|00||||||0|0|09/30/2019|2780|0
P00011767|PAUL, ADAM NICHOLAS|C|2|REP|3717.61|0|3667.11|0|0|50.5|0|3717.61|0|0|0|3717.61|0|00|00||||||0|0|09/30/2019|0|0
P00012708|KAWCZYNSKI, TOM|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00013276|WALSH, JOE|C|2|REP|234991.5|5802.87|119561.8|0|0|115429.7|0|100000|0|0|0|100000|129188.39|00|00||||||0|0|09/30/2019|245|0
P00013482|HORN, LAWRENCE ROBERT|C|2|REP|5020|0|0|0|0|5020|0|0|0|0|0|0|5020|00|00||||||0|0|09/30/2019|0|0
P00013649|SANFORD, MARSHALL HON|C|2|REP|66968.4|0|2354.49|0|1327791.37|1392405.28|0|0|0|0|0|0|58204.1|00|00||||||0|0|09/30/2019|0|0
P20002721|SANTORUM, RICHARD J.|O|2|REP|8197.75|0|11417.7|0|6809.36|3589.41|0|0|0|0|0|963370.47|5360|00|00||||||0|0|09/30/2019|0|0
P20002978|BACHMANN, MICHELE|C|2|REP|1370.99|0|5286.53|0|1685950.82|1682035.28|0|0|0|0|0|2703.4|0|00|00||||||0|0|09/30/2019|0|0
P20003109|MCCOTTER, THADDEUS G|C|2|REP|0|0|615.1|0|615.1|0|0|0|0|0|0|105636.24|0|00|00||||||0|0|09/30/2019|0|0
P40003824|FRAYER, DONALD ROBERT||2|REP|314.71|0|369.71|0|-60.68|-115.68|100|0|0|55|0|0|159.71|00|00||||||0|0|09/30/2019|0|0
P60003654|GINGRICH, NEWT|C|2|REP|55.9|0|7530|0|12221.05|4746.95|0|0|0|0|0|4631534.55|0|00|00||||||0|0|09/30/2019|0|0
P60005915|CARSON, BENJAMIN S SR MD|O|2|REP|6914.32|0|19810.55|0|450166.8|437270.57|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60006046|WALKER, SCOTT|O|2|REP|9682.46|0|7002.9|0|5547.37|8226.93|0|0|0|0|0|40635.48|0|00|00||||||0|0|09/30/2019|0|0
P60006111|CRUZ, RAFAEL EDWARD "TED"|O|2|REP|0|0|6432.38|0|32504.79|26072.41|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60006723|RUBIO, MARCO|O|2|REP|0|0|2481.95|0|4984.57|2502.62|0|0|0|0|0|877657.12|0|00|00||||||0|0|09/30/2019|0|0
P60007572|PATAKI, GEORGE E|O|2|REP|0|0|162|0|4420.87|4258.87|0|0|0|0|0|20000|0|00|00||||||0|0|09/30/2019|0|0
P60008059|BUSH, JEB|O|2|REP|23.56|0|2401.24|0|35128.6|32750.92|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60013281|SHERRIL, PETER WILLIAM|C|2|REP|400|0|250|0|250|100|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60016342|DE  LA  FUENTE, ROQUE ROCKY|C|2|REP|8776685.08|0|3724267.98|0|2343.18|5054760.28|0|8770000|0|3613942.14|0|14476123.47|6685.08|00|00||||||0|0|09/30/2019|0|0
P60022043|PUSKAR, MICHAEL BRANDON|C|2|REP|2545|0|517.91|0|500|2527.09|20|2500|0|0|0|2500|25|00|00||||||0|0|09/30/2019|0|0
P80000748|PAUL, RON|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P80001571|TRUMP, DONALD J.|I|2|REP|97779038.5|66311373.39|33855669.44|801.47|19292901.2|83216270.26|0|0|0|0|0|216915|30335031.1|00|00||||||29520|0|09/30/2019|-37856|0
P80003353|ROMNEY, MITT / PAUL D. RYAN|C|2|REP|118422.06|0|85946.76|0|39752.45|72227.75|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P80003379|GILMORE, JAMES S III|O|2|REP|0|0|0|0|565.05|565.05|0|0|0|0|0|291350.5|0|00|00||||||0|0|06/30/2019|0|0
P80003817|WUENSCHE, VERNON EDGAR|C|2|REP|48810.04|0|0|0|582|582.84|0|0|0|0|0|47980.04|880|00|00||||||0|0|09/30/2019|0|0
P00005959|DISNEY, GARY DENNIS|C|3|AMP|0|0|0|0|800|800|0|800|0|0|0|800|0|00|00||||||0|0|04/12/2019|0|0
P00010124|HUNTER, DARIO DAVID|C|3|GRE|14477|0|10986.15|0|0|3468.25|8179.85|0|200|0|400|0|6097.15|00|00||||||0|0|09/30/2019|20|0
P00010900|ARANJO, ROLAND|C|3|GRE|2047|0|2016.03|0|0|30.97|0|2000|0|0|0|2200|20|00|00||||||0|0|09/30/2019|0|0
P00012211|HAWKINS, HOWIE|C|3|GRE|59096.2|0|45855.05|0|0|13241.15|45|0|0|0|0|1346.66|56401|00|00||||||500|0|09/30/2019|325|0
P00013185|LAMBERT, DENNIS|C|3|GRE|1696.18|0|576.02|0|0|1120.16|182.18|939|0|0|0|939|570|00|00||||||0|0|09/30/2019|0|0
P20003984|STEIN, JILL|O|3|GRE|150000|0|132533.76|0|134398.86|151865.1|0|0|0|0|0|87740|0|00|00||||||0|0|06/30/2019|0|0
P40003279|MESPLAY, KENT PHILIP|O|3|GRE|40|0|40|0|1|1|0|40|0|0|0|18903|0|00|00||||||0|0|03/31/2019|0|0
P80004369|AUGUSTSON, ALAN|C|3|GRE|306.59|0|306.59|0|0|0|306.59|0|0|0|0|0|0|00|00||||||0|0|06/11/2019|0|0
P00003962|SCHRINER, JOSEPH CHARLES|C|3|IND|255|0|255|0|5|5|255|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00005314|JORGENSON, CHAD MICHAEL|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00005363|SRAIL, JAMES RYAN MR.|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|03/17/2019|0|0
P00006684|FULLER, REV VERONICA RONNIE|C|3|IND|770|0|970|0|200|0|285|0|0|0|0|0|485|00|00||||||0|0|10/06/2019|0|0
P00008342|COLLINSON, SEAN|C|3|IND|0|0|0|0|5000|5000|0|0|0|0|0|0|0|00|00||||||0|0|06/30/2019|0|0
P00008524|GLASS, ANGELA|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|03/31/2019|0|0
P00009191|OTT, MICHAEL JAMES MR.|C|3|IND|995.2|0|461.08|0|0|534.12|476.08|500|0|0|0|500|19.12|00|00||||||0|0|09/30/2019|0|0
P00010835|BRADFORD, SCOTT|C|3|IND|325|0|200.94|0|0|124.06|250|0|0|0|0|0|75|00|00||||||0|0|09/30/2019|0|0
P00011189|HOWARD, SHAWN W|C|3|IND|2825|0|253.3|0|0|2571.7|0|2800|0|0|0|0|25|00|00||||||0|0|09/30/2019|0|0
P00011445|SMITH, ANTONIO T. JR.|C|3|IND|1869|0|7223.8|0|0|-5354.8|25|0|0|0|0|0|1844|00|00||||||0|0|09/30/2019|0|0
P00011635|DOUG, JENKINS|C|3|IND|496.22|0|516.8|0|331.7|0|0|0|0|0|0|0|651.7|00|00||||||0|0|09/15/2019|0|0
P00011643|KENNEDY, CODY MR.|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|06/30/2019|0|0
P00012039|CHARLES, MARK R.|C|3|IND|34984.56|0|30694.47|0|0|4290.09|15|0|0|0|0|1570.56|34625.91|00|00||||||0|0|09/30/2019|165|0
P00013631|TAYLOR, HORACE DONALD|C|3|IND|150|0|0|0|0|150|0|0|0|0|0|7441.72|150|00|00||||||0|0|09/30/2019|0|0
P20002630|TITTLE, SHEILA SAMM MPRESIDENT|C|3|IND|75090.83|0|66727.42|0|0|8363.41|10000|65000|0|0|0|65000|90.83|00|00||||||0|90.83|10/02/2019|0|0
P20004099|WHEELOCK, TERRY WAYNE|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|06/30/2019|0|0
P60003076|KEYES, ALAN L|O|3|IND|0|0|0|0|0|0|0|0|0|0|0|296843.91|0|00|00||||||0|0|09/30/2019|0|0
P60004991|LLOYD, JUNE LA'GAY|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|10/15/2019|0|0
P60005303|FOX, CHERUNDA LYNN|C|3|IND|696|0|696|0|0|0|696|0|0|0|0|0|0|00|00||||||0|0|03/31/2019|0|0
P60008489|COSTELLO, REGIS J|O|3|IND|0|0|0|0|7001.76|7001.76|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60022654|MCMULLIN, EVAN / MINDY FINN|O|3|IND|0|0|1490.9|0|5084.19|3593.29|0|0|0|0|0|669330.95|0|00|00||||||0|0|09/30/2019|0|0
P80003643|ELLIOTT, CLAIRE ELISABETH|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00006841|KOKESH, ADAM|C|3|LIB|24809.84|0|24684.27|0|182.36|307.93|2023|0|0|7345.09|0|13709.04|22570.25|00|00||||||0|0|09/30/2019|10|0
P00008185|RICHEY, STEVEN ALLEN|C|3|LIB|0|0|4797.61|0|19588.32|14790.71|0|0|0|0|0|20000|0|00|00||||||0|0|09/30/2019|0|0
P00009696|BEHRMAN, DAN TAXATION IS THEFT|C|3|LIB|34187.82|0|34187.82|0|0|0|14339.63|12081.19|0|0|0|11719.37|7767|00|00||||||0|0|09/30/2019|0|0
P00010231|HARTLIEP, BRAD|C|3|LIB|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|03/31/2019|0|0
P00011023|RUFF, KIMBERLY MARGARET|C|3|LIB|5885.98|0|366.61|0|0|5519.37|0|500|550|0|0|1050|4835.98|00|00||||||0|0|03/31/2019|0|0
P00011437|SCHRADER, STEPHEN JAMES|C|3|LIB|0|0|0|0|750|750|0|0|0|0|0|0|0|00|00||||||0|0|10/15/2019|0|0
P00011619|PHILLIPS, JOHN R JR|C|3|LIB|5343.17|0|5165.3|0|0|177.87|94.63|1654.75|0|1115.04|0|1654.75|3593.79|00|00||||||0|0|06/30/2019|0|0
P00012104|ARMSTRONG, KENNETH REED|C|3|LIB|13198.49|0|10625.55|0|92.36|2665.3|0|1885.3|0|1463.42|0|0|11313.19|00|00||||||0|0|09/30/2019|0|0
P00012153|GERHARDT, ERIK CHASE|C|3|LIB|0|0|18|0|100|82|0|0|0|0|0|0|0|00|00||||||0|0|06/30/2019|0|0
P00012278|BLEVINS, KENNETH|C|3|LIB|0|0|185.16|0|1000|814.84|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00012492|SUPREME, VERMIN LOVE|C|3|LIB|18541.71|0|17197.04|0|0|1344.67|2100|0|0|0|0|0|16441.71|00|00||||||0|0|09/30/2019|0|0
P00013524|JORGENSEN, JO|C|3|LIB|6085.2|0|960.8|0|0|5124.4|0|500|0|0|500|500|5585.2|00|00||||||0|0|09/30/2019|0|0
P20002671|JOHNSON, GARY / WILLIAM "BILL" WELD|O|3|LIB|0|0|244.73|0|244.73|0|0|0|0|0|0|1688993.99|0|00|00||||||0|0|09/30/2019|0|0
P60011517|BERRY, JOEY|C|3|LIB|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00000679|CARROLL, JERRY LEON|C|3|NNE|60|20|60|0|2|2|0|40|0|0|0|3079|0|00|00||||||0|0|09/30/2019|0|0
P00012187|SMITH, DWIGHT STANFORD|C|3|NNE|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60016920|PRAG, CHOMI|C|3|NNE|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P60017100|VALENTINE, JAMES|C|3|NNE|0|0|817.5|0|38224.12|37406.62|0|0|0|0|0|52600|0|00|00||||||0|0|09/30/2019|0|0
P00007567|HAWKINS, DANNY NATHANIEL JR.|C|3|NON|179.97|0|160.32|0|.83|20.48|151.97|28|0|0|0|241.11|0|00|00||||||0|0|09/30/2019|0|0
P00010876|TRAHAN, CHANCE BRADFORD MR|C|3|NON|6295.82|0|10953.75|0|0|0|0|0|0|0|0|0|0|00|00||||||0|6295.82|06/30/2019|0|0
P00008219|PRIDMORE, JAY P|C|3|NPA|0|0|0|0|0|0|0|0|0|0|0|0|0|00|00||||||0|0|10/21/2019|0|0
P60019668|GEORGE, JEFF|O|3|NPA|0|0|0|0|-11151.21|-11151.21|0|0|0|0|0|0|0|00|00||||||0|0|09/30/2019|0|0
P00013698|ELWORTH, MARK JR|C|3|OTH|230|0|0|0|0|230|0|0|0|0|0|0|230|00|00||||||0|0|09/30/2019|0|0
P00013706|SEGAL, JEROME MICHAEL|C|3|OTH|20003|0|6648.25|0|0|13354.75|3|20000|0|0|0|20000|0|00|00||||||0|0|09/30/2019|0|0
P20003174|SPONHEIM, DAVID JON|C|3|OTH|98.64|0|274.39|0|2410|2234.67|0|0|0|0|0|0|99|00|00||||||0|0|09/30/2019|0|0
P60017852|ROBERTS, CLIFTON LEE MR.|C|3|OTH|1390|0|284.23|0|0|1105.77|0|0|0|0|0|0|1390|00|00||||||0|0|09/30/2019|0|0
P00011247|CURTIS, DAVID|C|3|UN|273|0|273|0|0|0|273|0|0|0|0|0|0|00|00||||||0|0|03/31/2019|0|0
P00010090|AVINA, CANDACE MARIE BATES|C|3|UNK|25|0|25|0|25|25|25|0|0|0|0|0|0|00|00||||||0|0|03/31/2019|0|0
P00011320|HICKS, ANDREW LEE|C|3|UNK|45|0|0|0|0|45|0|0|0|0|0|0|45|00|00||||||0|0|03/31/2019|0|0
P00013730|DIGGS, WANDA LYNNE|C|3|UNK|140|0|100|0|1140|1180|0|0|0|0|0|0|0|00|00||||||0|0|10/15/2019|0|0
S4AK00099|MURKOWSKI, LISA|I|2|REP|429263.95|0|221316.35|0|480889.41|688837.01|0|0|0|0|0|0|167731.04|AK|00||||||260250|0|09/30/2019|6900|3000
S4AK00214|SULLIVAN, DAN|I|2|REP|2837564.43|368249.87|614306.76|0|1126542.66|3349800.33|0|0|0|0|0|0|1737221.55|AK|00||||||714366.97|0|09/30/2019|3700|2000
S0AK00196|GROSS, AL DR.|C|3|IND|1011219.17|0|329341.57|0|0|681877.6|210101.8|0|0|0|0|18620.12|790017.37|AK|00||||||10000|0|09/30/2019|0|0
S0AK00121|MILLER, JOSEPH W|C|3|LIB|2.88|0|12.97|0|55136|55126.91|0|0|0|0|0|35152.73|0|AK|00||||||0|0|06/30/2019|0|0
S0AL00156|JONES, DOUG|C|1|DEM|5675956.68|362578.77|2764871.14|0|2131165.71|5042251.25|0|0|0|0|0|0|4227829.69|AL|00||||||1076952.32|0|09/30/2019|37940.06|4000
S6AL00302|CRUMPTON, RONALD (RON) STEVEN|C|1|DEM|0|0|0|0|5|5.76|0|0|0|0|0|0|0|AL|00||||||0|0|09/30/2019|0|0
S0AL00206|BYRNE, BRADLEY ROBERTS|C|2|REP|3128985.19|2261083.69|599965.22|0|0|2529019.97|0|0|0|0|0|0|682901.5|AL|00||||||185000|0|09/30/2019|1300|0
S0AL00230|TUBERVILLE, THOMAS H|C|2|REP|1794499.48|0|338982.96|0|0|1455516.52|0|1000000|0|0|0|1000000|783999.48|AL|00||||||10500|0|09/30/2019|1000|0
S0AL00248|ADAIR, STANLEY E|C|2|REP|287813.41|0|284367.39|0|0|3446.02|134421.08|4500|0|0|0|4500|148892.33|AL|00||||||0|0|09/30/2019|0|0
S0AL00263|MOONEY, ARNOLD|C|2|REP|541052.13|0|155006.81|0|0|386045.32|0|0|0|0|0|0|523052.13|AL|00||||||18000|0|09/30/2019|0|0
S0AL00271|SERBIN, JOHN PAUL|C|2|REP|450|0|0|0|0|450|450|0|0|0|0|0|0|AL|00||||||0|0|09/30/2019|0|0
S0AL00289|MERRILL, JOHN H|C|2|REP|845582.2|0|107152.28|0|0|738429.92|0|0|250000|0|0|250000|588582.2|AL|00||||||7000|0|09/30/2019|500|0
S0AL00297|MOORE, ROY STEWART|C|2|REP|80117.87|0|45927.9|0|0|34189.97|0|0|0|0|0|0|80117.87|AL|00||||||0|0|09/30/2019|0|0
S0AL00305|ROMAGNANO, CHASE ANDERSON ANDY REV.|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|AL|00||||||0|0|09/02/2019|0|0
S6AL00013|SHELBY, RICHARD C|I|2|REP|62032.3|0|103411.08|0|9841582.24|9800203.46|0|0|0|0|0|0|0|AL|00||||||0|0|09/30/2019|0|0
S6AL00195|SESSIONS, JEFFERSON B|C|2|REP|39306.7|0|53964.45|5000|2495459|2480802.12|0|0|0|0|0|0|0|AL|00||||||0|0|09/30/2019|0|0
S8AL00308|STRANGE, LUTHER J III|I|2|REP|98747.64|0|163863.62|0|127802.98|62687|60000|0|0|0|0|179329.61|0|AL|00||||||0|0|09/30/2019|40100|58500
S8AL00381|BROOKS, MO|C|2|REP|238770.42|0|71306.51|0|692181.51|859645.42|0|0|0|0|0|0|168899|AL|00||||||68720|0|09/30/2019|0|0
S0AL00313|PARRISH, MICHAEL|C|3|UN|5116.21|0|1417.98|0|0|3698.23|0|5000|0|0|0|5000|116.21|AL|00||||||0|0|09/30/2019|0|0
S0AR00200|MAHONY, JOSHUA MR.|C|1|DEM|245362.56|0|219529.2|0|0|25833.36|42946.82|0|0|0|0|0|195277.09|AR|00||||||200|0|09/30/2019|1863|0
S0AR00150|BOOZMAN, JOHN|I|2|REP|177932|0|115354.08|0|497112.8|559690.72|0|0|0|0|0|0|94182|AR|00||||||83750|0|09/30/2019|400|0
S4AR00103|COTTON, THOMAS|I|2|REP|3083306.78|1114888.66|965498.54|0|2099351.54|4217159.78|0|0|0|0|0|98044.98|1301526.49|AR|00||||||644350|0|09/30/2019|43600|5000
S0AZ00350|KELLY, MARK|C|1|DEM|13965784.39|184717.13|4419642.69|0|0|9546141.7|0|0|0|0|0|0|13529089.29|AZ|00||||||246310|0|09/30/2019|72357.5|0
S8AZ00122|ABBOUD, DEEDRA|O|1|DEM|150|0|10026.92|0|9876.92|0|150|0|0|0|0|80382.22|0|AZ|00||||||0|0|09/30/2019|0|0
S8AZ00197|SINEMA, KYRSTEN||1|DEM|1580448.66|31751.78|549555.79|0|171526.59|1202419.46|0|0|0|0|0|0|916482.42|AZ|00||||||486703.69|15500|09/30/2019|20379.5|0
S0AZ00343|LAROSE, JOSUE|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|AZ|00||||||0|0|09/30/2019|0|0
S0AZ00376|MCCARTHY, DANIEL|C|2|REP|122612.52|0|50635.36|0|0|71977.16|2400|119648.5|0|0|0|119648.5|561.26|AZ|00||||||0|0|09/30/2019|0|0
S2AZ00141|FLAKE, JEFF|I|2|REP|3924.35|0|20796.47|0|1121967.48|1105095.36|0|0|0|0|0|0|0|AZ|00||||||3261.11|0|09/30/2019|0|0
S6AZ00217|MELUSKEY, ALEXANDER|C|2|REP|780.96|0|1660.18|0|6692|5812.7|0|600|0|0|0|790873.02|180.96|AZ|00||||||0|0|09/30/2019|0|0
S6AZ00233|WARD, KELLI|O|2|REP|19630.15|0|19991.27|0|361.12|0|14960.72|0|0|0|0|0|0|AZ|00||||||0|0|04/13/2019|0|0
S8AZ00189|BRITTAIN, CRAIG R|C|2|REP|3075.68|0|0|0|0|3075.68|0|0|0|0|0|0|3075.68|AZ|00||||||0|0|06/30/2019|0|0
S8AZ00213|DIEGEL, CHRISTIAN|O|2|REP|71.46|0|17.41|0|8221.05|8275.1|0|0|0|0|0|0|0|AZ|00||||||0|0|09/30/2019|0|0
S8AZ00221|MCSALLY, MARTHA|I|2|REP|8548474.13|602356.77|3796551.37|0|923793.51|5675716.27|0|0|0|0|0|0|6765898.88|AZ|00||||||1040150|44600|09/30/2019|116514.75|0
S8AZ00247|ARPAIO, JOE|O|2|REP|2301|0|43695.16|40950.67|41394.16|0|0|0|0|0|0|0|0|AZ|00||||||0|0|05/02/2019|0|0
S6AZ00258|QUINN, PATRICK THOMAS|C|3|NPA|0|0|0|0|3959.39|3959.39|0|0|0|0|0|0|0|AZ|00||||||0|0|09/30/2019|0|0
S0CA00199|FEINSTEIN, DIANNE||1|DEM|135225.27|808.01|163169.47|0|92349.06|64404.86|0|0|0|0|0|500000|32409.54|CA|00||||||2500|0|09/30/2019|462.5|7500
S6CA00584|HARRIS, KAMALA D|I|1|DEM|202981.01|3000|1517086.52|1202493.7|1315730.14|1624.63|0|0|0|0|0|3933.45|190915.01|CA|00||||||0|0|09/30/2019|158812.89|480.75
S6CA00691|SANCHEZ, LORETTA|O|1|DEM|5853.48|0|10420.59|0|16703.96|12136.85|0|0|0|0|0|0|0|CA|00||||||0|0|09/30/2019|0|0
S6CA00873|STOKES, STEVE|C|1|DEM|51.88|0|153.32|0|135.39|33.95|0|0|0|0|0|0|51.88|CA|00||||||0|0|02/14/2019|0|0
S8CA00358|HARRIS, EUGENE PATTERSON|C|1|DEM|19362.5|0|19390.84|0|65.37|37.03|0|19362.5|0|0|0|590451.63|0|CA|00||||||0|0|09/30/2019|0|0
S8CA00408|DE LEON, KEVIN|C|1|DEM|7676.63|0|45963.7|0|38287.07|0|0|0|0|0|0|0|0|CA|00||||||0|0|06/30/2019|0|0
S8CA00416|HARTSON, ALISON|C|1|DEM|0|0|2358.22|0|2923.53|565.31|0|0|0|0|0|118908.05|0|CA|00||||||0|0|09/30/2019|0|0
S0CA00447|SAGOO, GURPINDER SINGH|C|2|REP|4000|0|0|0|30000000|30004000|0|0|0|0|0|0|4000|CA|00||||||0|0|09/30/2019|0|0
S8CA00440|CRUZ, ERIN|C|2|REP|828.84|0|1353.52|0|692|167.9|0|0|0|0|0|0|664.85|CA|00||||||0|0|09/30/2019|0|0
S8CA00598|DE LA FUENTE, ROQUE ROCKY|C|2|REP|8776685.08|0|3724267.98|0|2343.18|5054760.28|0|8770000|0|3613942.14|0|14476123.47|6685.08|CA|00||||||0|0|09/30/2019|0|0
S2CA00591|CARROLL, JERRY LEON|C|3|OTH|40|0|40|20|10|10|0|80|0|0|0|2025|0|CA|00||||||0|0|09/30/2019|0|0
S0CO00211|BENNET, MICHAEL F|I|1|DEM|118478.11|0|1557670.55|700000|1531852.51|92660.07|0|0|0|0|0|374819|115937.19|CO|00||||||0|0|09/30/2019|0|1000
S0CO00286|ROMANOFF, ANDREW|C|1|DEM|1507722.9|0|783765.37|0|3306.33|727263.86|0|0|0|0|0|248000|1436868.84|CO|00||||||0|0|09/30/2019|4952|0
S0CO00419|LEITZEL, DUSTIN JOHN|C|1|DEM|0|0|0|0|1904|1904|0|0|0|0|0|464|0|CO|00||||||0|0|03/31/2019|0|0
S0CO00435|GARCIA, LORENA LORENA FOR|C|1|DEM|46691.55|0|45600.59|0|3440.28|4531.24|180|0|0|0|0|0|46511.55|CO|00||||||0|0|09/30/2019|0|0
S0CO00443|POTTRATZ, KEITH ALLEN|C|1|DEM|2003.3|0|250|0|1|1754.3|2000|0|0|0|0|0|3.3|CO|00||||||0|0|06/30/2019|0|0
S0CO00450|ZORNIO, PATRICIA ANNE|C|1|DEM|89801.38|0|66443.59|0|0|23357.79|2210.41|0|0|0|0|0|87353.27|CO|00||||||0|0|09/30/2019|0|0
S0CO00468|JOHNSTON, MICHAEL C|C|1|DEM|3614852.43|0|1232884.22|0|0|2381968.21|0|0|0|0|0|0|3614852.43|CO|00||||||0|0|09/30/2019|9780|0
S0CO00476|KOMBO, DANIELLE|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|CO|00||||||0|0|03/31/2019|0|0
S0CO00484|SPAULDING, STEPHANY ROSE|C|1|DEM|139423.52|38612.45|128784.91|0|0|10638.61|3826.34|0|0|0|0|0|96974.73|CO|00||||||10|0|09/30/2019|0|0
S0CO00492|BRAY, DIANA|C|1|DEM|76128.83|0|59699.55|0|0|16429.28|6240.31|10000|0|0|0|10000|59888.52|CO|00||||||0|0|09/30/2019|0|0
